Order ID,Order Date,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,FirstName,Surname
US-2016-156692,13/08/2016,HG-15025,Consumer,United States,Kenner,Louisiana,70065,South,OFF-AP-10002222,Office Supplies,Appliances,Staple holder,17.34,2,Hunter,Glantz
US-2016-156692,13/08/2016,HG-15025,Consumer,United States,Kenner,Louisiana,70065,South,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98,2,Hunter,Glantz
CA-2014-130869,17/11/2014,CB-12025,Consumer,United States,Cedar Hill,Texas,75104,Central,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",7.08,3,Cassandra,Brandow
US-2017-128832,24/04/2017,LS-16945,Corporate,United States,Providence,Rhode Island,2908,East,TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,69.98,2,Linda,Southworth
CA-2017-139717,24/08/2017,DM-13015,Consumer,United States,Lancaster,Ohio,43130,East,OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,646.272,8,Darrin,Martin
CA-2017-139717,24/08/2017,DM-13015,Consumer,United States,Lancaster,Ohio,43130,East,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,10.368,2,Darrin,Martin
CA-2017-136007,23/02/2017,AC-10615,Corporate,United States,Seattle,Washington,98115,West,OFF-FA-10002701,Office Supplies,Fasteners,Alliance Rubber Bands,8.4,5,Ann,Chong
CA-2017-136007,23/02/2017,AC-10615,Corporate,United States,Seattle,Washington,98115,West,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,71.96,5,Ann,Chong
CA-2016-157364,19/11/2016,LT-17110,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,18.48,2,Liz,Thompson
US-2016-112970,14/11/2016,TB-21250,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10003829,Office Supplies,Art,Newell 35,9.84,3,Tim,Brockman
US-2017-152492,06/07/2017,AH-10585,Consumer,United States,Miami,Florida,33142,South,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,239.24,1,Angele,Hood
CA-2016-101168,25/12/2016,SS-20140,Corporate,United States,Nashua,New Hampshire,3060,East,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",21.12,4,Saphhira,Shifley
CA-2017-104010,23/04/2017,TD-20995,Consumer,United States,New York City,New York,10011,East,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,54.9,5,Tamara,Dahlen
CA-2015-130253,14/12/2015,PP-18955,Home Office,United States,Los Angeles,California,90036,West,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",15.24,3,Paul,Prost
US-2015-155369,19/04/2015,PG-18820,Consumer,United States,Carrollton,Texas,75007,Central,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",19.568,2,Patrick,Gardner
US-2015-155369,19/04/2015,PG-18820,Consumer,United States,Carrollton,Texas,75007,Central,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,310.392,4,Patrick,Gardner
CA-2016-131205,04/09/2016,AA-10645,Consumer,United States,Georgetown,Kentucky,40324,South,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,42.6,3,Anna,Andreadi
CA-2016-131205,04/09/2016,AA-10645,Consumer,United States,Georgetown,Kentucky,40324,South,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,113.94,6,Anna,Andreadi
CA-2016-131205,04/09/2016,AA-10645,Consumer,United States,Georgetown,Kentucky,40324,South,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,129.92,4,Anna,Andreadi
CA-2016-131205,04/09/2016,AA-10645,Consumer,United States,Georgetown,Kentucky,40324,South,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,5.28,3,Anna,Andreadi
CA-2017-122364,24/09/2017,FA-14230,Corporate,United States,Los Angeles,California,90008,West,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,859.2,3,Frank,Atkinson
CA-2017-122364,24/09/2017,FA-14230,Corporate,United States,Los Angeles,California,90008,West,TEC-MA-10001031,Technology,Machines,Socket Bluetooth Cordless Hand Scanner (CHS),506.28,3,Frank,Atkinson
CA-2016-117912,04/02/2016,TB-21520,Consumer,United States,Sierra Vista,Arizona,85635,West,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,14.368,2,Tracy,Blumstein
CA-2017-145702,19/05/2017,AH-10075,Corporate,United States,Knoxville,Tennessee,37918,South,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,314.352,3,Adam,Hart
CA-2017-145702,19/05/2017,AH-10075,Corporate,United States,Knoxville,Tennessee,37918,South,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,27.888,7,Adam,Hart
CA-2015-113215,03/09/2015,CP-12085,Corporate,United States,Tucson,Arizona,85705,West,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",238.152,3,Cathy,Prescott
CA-2016-154662,09/06/2016,BF-11215,Home Office,United States,Minneapolis,Minnesota,55407,Central,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",692.94,3,Benjamin,Farhat
CA-2015-105571,07/11/2015,CP-12340,Corporate,United States,Miami,Florida,33142,South,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,16.146,9,Christine,Phan
CA-2015-105571,07/11/2015,CP-12340,Corporate,United States,Miami,Florida,33142,South,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1345.485,5,Christine,Phan
CA-2016-152765,15/06/2016,LS-17245,Consumer,United States,Houston,Texas,77036,Central,OFF-PA-10000483,Office Supplies,Paper,Xerox 19,173.488,7,Lynn,Smith
CA-2015-153878,25/04/2015,TS-21655,Consumer,United States,Milwaukee,Wisconsin,53209,Central,OFF-AR-10000658,Office Supplies,Art,Newell 324,57.75,5,Trudy,Schmidt
CA-2015-153878,25/04/2015,TS-21655,Consumer,United States,Milwaukee,Wisconsin,53209,Central,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,272.4,5,Trudy,Schmidt
CA-2016-124016,23/09/2016,JS-15940,Home Office,United States,Lancaster,Ohio,43130,East,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,11.952,3,Joni,Sundaresam
CA-2016-124016,23/09/2016,JS-15940,Home Office,United States,Lancaster,Ohio,43130,East,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",28.0,4,Joni,Sundaresam
CA-2016-124016,23/09/2016,JS-15940,Home Office,United States,Lancaster,Ohio,43130,East,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,12.201,7,Joni,Sundaresam
CA-2016-113551,18/08/2016,NF-18385,Consumer,United States,Edinburg,Texas,78539,Central,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,2.068,1,Natalie,Fritzler
CA-2016-113551,18/08/2016,NF-18385,Consumer,United States,Edinburg,Texas,78539,Central,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,83.84,8,Natalie,Fritzler
CA-2014-107524,02/03/2014,KN-16705,Home Office,United States,New York City,New York,10009,East,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,11.36,2,Kristina,Nunn
CA-2014-107524,02/03/2014,KN-16705,Home Office,United States,New York City,New York,10009,East,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",36.4,5,Kristina,Nunn
CA-2014-138072,30/12/2014,GA-14725,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-AC-10004859,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",27.968,2,Guy,Armstrong
CA-2015-134201,10/04/2015,EH-14125,Home Office,United States,Rochester,New York,14609,East,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,142.04,4,Eugene,Hildebrand
CA-2015-134201,10/04/2015,EH-14125,Home Office,United States,Rochester,New York,14609,East,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,14.67,3,Eugene,Hildebrand
CA-2015-111780,25/12/2015,RA-19285,Consumer,United States,San Diego,California,92037,West,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,1199.96,5,Ralph,Arnett
CA-2015-111780,25/12/2015,RA-19285,Consumer,United States,San Diego,California,92037,West,OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",12.6,3,Ralph,Arnett
CA-2015-111780,25/12/2015,RA-19285,Consumer,United States,San Diego,California,92037,West,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),17.94,3,Ralph,Arnett
CA-2015-119942,05/04/2015,TT-21070,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-LA-10001569,Office Supplies,Labels,Avery 499,23.904,6,Ted,Trevino
CA-2015-151547,17/01/2015,AH-10465,Consumer,United States,Bartlett,Tennessee,38134,South,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",88.96,8,Amy,Hunt
CA-2017-166695,20/05/2017,CC-12430,Home Office,United States,Lakewood,California,90712,West,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",518.272,8,Chuck,Clark
CA-2017-166695,20/05/2017,CC-12430,Home Office,United States,Lakewood,California,90712,West,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,6.98,1,Chuck,Clark
CA-2017-166695,20/05/2017,CC-12430,Home Office,United States,Lakewood,California,90712,West,TEC-MA-10003176,Technology,Machines,Okidata B400 Printer,343.2,1,Chuck,Clark
CA-2017-167542,13/08/2017,KD-16495,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-LA-10004093,Office Supplies,Labels,Avery 486,17.544,3,Keith,Dawkins
CA-2015-120901,31/12/2015,BG-11035,Consumer,United States,Austin,Texas,78745,Central,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,152.688,2,Barry,Gonzalez
CA-2015-120901,31/12/2015,BG-11035,Consumer,United States,Austin,Texas,78745,Central,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,3.488,2,Barry,Gonzalez
CA-2015-120901,31/12/2015,BG-11035,Consumer,United States,Austin,Texas,78745,Central,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,5.888,2,Barry,Gonzalez
CA-2017-121398,25/12/2017,FH-14365,Corporate,United States,Los Angeles,California,90008,West,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,153.552,3,Fred,Hopkins
CA-2017-121398,25/12/2017,FH-14365,Corporate,United States,Los Angeles,California,90008,West,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",270.62,2,Fred,Hopkins
CA-2016-151561,01/09/2016,PG-18820,Consumer,United States,New York City,New York,10011,East,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,468.9,6,Patrick,Gardner
CA-2016-151561,01/09/2016,PG-18820,Consumer,United States,New York City,New York,10011,East,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,72.48,2,Patrick,Gardner
CA-2016-151561,01/09/2016,PG-18820,Consumer,United States,New York City,New York,10011,East,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,10.95,3,Patrick,Gardner
CA-2016-151561,01/09/2016,PG-18820,Consumer,United States,New York City,New York,10011,East,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",191.82,3,Patrick,Gardner
CA-2017-154676,05/08/2017,NZ-18565,Home Office,United States,Houston,Texas,77070,Central,OFF-ST-10001172,Office Supplies,Storage,"Tennsco Lockers, Sand",151.056,9,Nick,Zandusky
US-2014-165589,18/02/2014,TB-21595,Consumer,United States,Lubbock,Texas,79424,Central,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",25.16,5,Troy,Blackwell
US-2016-132577,22/11/2016,JE-15475,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,6.216,6,Jeremy,Ellison
US-2016-132577,22/11/2016,JE-15475,Consumer,United States,Houston,Texas,77095,Central,OFF-AR-10003481,Office Supplies,Art,Newell 348,23.616,9,Jeremy,Ellison
US-2016-132577,22/11/2016,JE-15475,Consumer,United States,Houston,Texas,77095,Central,TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,24.032,2,Jeremy,Ellison
US-2016-132577,22/11/2016,JE-15475,Consumer,United States,Houston,Texas,77095,Central,OFF-LA-10000262,Office Supplies,Labels,Avery 494,2.088,1,Jeremy,Ellison
US-2016-132577,22/11/2016,JE-15475,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,4.488,6,Jeremy,Ellison
CA-2015-114048,14/12/2015,EH-13945,Consumer,United States,Costa Mesa,California,92627,West,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,29.22,3,Eric,Hoffmann
CA-2015-137281,13/06/2015,BF-10975,Corporate,United States,Roswell,Georgia,30076,South,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,6.48,1,Barbara,Fisher
US-2017-162068,28/12/2017,PC-18745,Corporate,United States,Loveland,Colorado,80538,West,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,1.188,2,Pamela,Coakley
CA-2017-100111,20/09/2017,SV-20365,Consumer,United States,New York City,New York,10035,East,FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,272.646,3,Seth,Vernon
CA-2017-100111,20/09/2017,SV-20365,Consumer,United States,New York City,New York,10035,East,TEC-AC-10002647,Technology,Accessories,"Logitech Wireless Boombox Speaker - portable - wireless, wired",212.8,2,Seth,Vernon
CA-2017-100111,20/09/2017,SV-20365,Consumer,United States,New York City,New York,10035,East,OFF-PA-10000807,Office Supplies,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",38.52,9,Seth,Vernon
CA-2017-100111,20/09/2017,SV-20365,Consumer,United States,New York City,New York,10035,East,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,72.64,2,Seth,Vernon
CA-2017-100111,20/09/2017,SV-20365,Consumer,United States,New York City,New York,10035,East,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",45.4,4,Seth,Vernon
CA-2017-100111,20/09/2017,SV-20365,Consumer,United States,New York City,New York,10035,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",13.76,2,Seth,Vernon
CA-2017-100111,20/09/2017,SV-20365,Consumer,United States,New York City,New York,10035,East,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",80.991,1,Seth,Vernon
CA-2017-100111,20/09/2017,SV-20365,Consumer,United States,New York City,New York,10035,East,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",11.784,3,Seth,Vernon
CA-2017-100111,20/09/2017,SV-20365,Consumer,United States,New York City,New York,10035,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,4.36,2,Seth,Vernon
CA-2017-100111,20/09/2017,SV-20365,Consumer,United States,New York City,New York,10035,East,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,2888.127,11,Seth,Vernon
CA-2017-100111,20/09/2017,SV-20365,Consumer,United States,New York City,New York,10035,East,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,1299.66,2,Seth,Vernon
CA-2017-100111,20/09/2017,SV-20365,Consumer,United States,New York City,New York,10035,East,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,2254.41,5,Seth,Vernon
CA-2017-100111,20/09/2017,SV-20365,Consumer,United States,New York City,New York,10035,East,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,104.85,3,Seth,Vernon
CA-2017-100111,20/09/2017,SV-20365,Consumer,United States,New York City,New York,10035,East,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,59.97,3,Seth,Vernon
US-2017-132381,22/08/2017,Dp-13240,Home Office,United States,Philadelphia,Pennsylvania,19143,East,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,314.532,2,Dean,percer
CA-2015-147011,18/06/2015,HR-14830,Corporate,United States,Miami,Florida,33178,South,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",13.632,4,Harold,Ryan
CA-2014-120852,20/12/2014,WB-21850,Consumer,United States,Grand Prairie,Texas,75051,Central,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,19.432,2,William,Brown
CA-2014-120852,20/12/2014,WB-21850,Consumer,United States,Grand Prairie,Texas,75051,Central,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,65.44,5,William,Brown
CA-2016-150007,11/09/2016,AS-10090,Consumer,United States,Chicago,Illinois,60653,Central,OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,6.0,2,Adam,Shillingsburg
CA-2016-150007,11/09/2016,AS-10090,Consumer,United States,Chicago,Illinois,60653,Central,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,1.908,3,Adam,Shillingsburg
CA-2016-124590,12/11/2016,SP-20920,Consumer,United States,Parma,Ohio,44134,East,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",1474.802,7,Susan,Pistek
CA-2016-124590,12/11/2016,SP-20920,Consumer,United States,Parma,Ohio,44134,East,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",110.096,2,Susan,Pistek
CA-2016-124590,12/11/2016,SP-20920,Consumer,United States,Parma,Ohio,44134,East,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,16.752,6,Susan,Pistek
CA-2016-124590,12/11/2016,SP-20920,Consumer,United States,Parma,Ohio,44134,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1537.074,9,Susan,Pistek
CA-2016-124590,12/11/2016,SP-20920,Consumer,United States,Parma,Ohio,44134,East,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,449.372,2,Susan,Pistek
CA-2016-133802,14/03/2016,SP-20650,Corporate,United States,Redwood City,California,94061,West,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,41.904,6,Stephanie,Phelps
US-2016-113677,13/11/2016,CM-12655,Home Office,United States,New York City,New York,10011,East,TEC-PH-10002114,Technology,Phones,Xiaomi Mi3,2279.96,4,Corinna,Mitchell
US-2016-113677,13/11/2016,CM-12655,Home Office,United States,New York City,New York,10011,East,OFF-LA-10001569,Office Supplies,Labels,Avery 499,14.94,3,Corinna,Mitchell
CA-2017-143378,19/09/2017,JR-16210,Corporate,United States,Springfield,Oregon,97477,West,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,191.976,3,Justin,Ritter
CA-2017-143378,19/09/2017,JR-16210,Corporate,United States,Springfield,Oregon,97477,West,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,23.832,3,Justin,Ritter
CA-2017-143378,19/09/2017,JR-16210,Corporate,United States,Springfield,Oregon,97477,West,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",409.216,8,Justin,Ritter
CA-2017-143378,19/09/2017,JR-16210,Corporate,United States,Springfield,Oregon,97477,West,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,72.588,2,Justin,Ritter
CA-2017-152660,04/12/2017,CB-12415,Consumer,United States,Chicago,Illinois,60610,Central,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,61.568,2,Christy,Brittain
CA-2015-142139,31/08/2015,SD-20485,Home Office,United States,Bedford,Texas,76021,Central,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",20.96,4,Shirley,Daniels
CA-2017-145772,03/06/2017,SS-20140,Corporate,United States,Los Angeles,California,90036,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,44.75,5,Saphhira,Shifley
CA-2017-145772,03/06/2017,SS-20140,Corporate,United States,Los Angeles,California,90036,West,OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,11.96,2,Saphhira,Shifley
CA-2017-145772,03/06/2017,SS-20140,Corporate,United States,Los Angeles,California,90036,West,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,3.912,1,Saphhira,Shifley
CA-2016-124100,31/03/2016,EH-13990,Consumer,United States,New York City,New York,10009,East,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",327.996,6,Erica,Hackney
US-2014-158400,25/10/2014,AH-10030,Corporate,United States,San Francisco,California,94109,West,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,49.408,4,Aaron,Hawkins
CA-2017-162033,26/03/2017,EM-14200,Home Office,United States,Virginia Beach,Virginia,23464,South,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,53.25,3,Evan,Minnotte
CA-2017-162033,26/03/2017,EM-14200,Home Office,United States,Virginia Beach,Virginia,23464,South,OFF-FA-10003021,Office Supplies,Fasteners,Staples,3.76,2,Evan,Minnotte
CA-2014-163447,27/12/2014,TB-21190,Home Office,United States,New York City,New York,10011,East,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",767.214,14,Thomas,Brumley
CA-2017-145737,15/09/2017,AB-10165,Consumer,United States,Lebanon,Tennessee,37087,South,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,163.96,5,Alan,Barnes
